id,category,question_vi,question_en,answer_en,answer_vi_current,best_support_vi,gold_context_vi,answer_vi_corrected,notes
5a88a4245542997e5c09a668,A_likely_ok,Roscoe Channing đã thành lập công ty với chủ sở hữu một trong những chuồng ngựa đua thuần chủng hàng đầu?,What company did Roscoe Channing form with the owner of a leading stable of thoroughbred racehorses?,Hudson Bay Mining and Smelting Company,Công ty khai thác và pha chế vịnh Hudson,"Hai người cùng nhau thành lập Công ty Khai thác và Luyện kim Hudson Bay ở Flin Flon, Saskatchewan , Canada , và Channinng giữ chức vụ chủ tịch công ty này .","Roscoe Channing
Roscoe H. Channing, Jr. (7 tháng 1 năm 1868 - 1 tháng 4 năm 1961) là một cầu thủ bóng đá toàn Mỹ, thành viên của những người cưỡi ngựa thô lỗ và điều hành khai thác mỏ. Channing là một cầu thủ chạy nửa sau toàn Mỹ cho Đại học Princeton. Anh ấy là một trong mười một cầu thủ được Caspar Whitney chọn vào đội bóng bầu chọn đầu tiên mọi thời đại vào năm 1889. Khi chiến tranh Tây Ban Nha-Mỹ nổ ra vào năm 1898, Channing đã ghi danh gia nhập quân đoàn kỵ binh của Theodore Roosevelt's Rough Riders . Roosevelt tự hào về việc nhiều cầu thủ bóng đá Ivy League đã ghi danh gia nhập quân đoàn kỵ binh này.. Sau đó, Chanining bước chân vào ngành công nghiệp khai thác mỏ và quản lý hoạt động khai thác mỏ của gia đình Whitney. Trong những năm thập niên hai mươi, ông lập đối tác với người bạn Cornelius Vanderbilt Whitney của mình. Hai người cùng nhau thành lập Công ty Khai thác và Luyện kim Hudson Bay ở Flin Flon, Saskatchewan , Canada , và Channinng giữ chức vụ chủ tịch công ty này .
Cornelius Vanderbilt Whitney
Cornelius Vanderbilt ""C.V."" (""Sonny"") Whitney (20 tháng 2 năm 1899 – ngày 13 tháng 12 năm 1992) là một doanh nhân, nhà sản xuất phim, nhà văn, nhà từ thiện, vận động viên polo và quan chức chính phủ người Mỹ cũng như chủ sở hữu của một trong những trường đua ngựa hàng đầu thế giới.",,
5ae509f655429908b63264ef,A_likely_ok,Cầu thủ NBA đã đến thăm Tlacote el Bajo đã thắng gì trong mùa giải đầu tiên của mình?,What did the NBA player who visited Tlacote el Bajo win during his rookie season?,a championship and an NBA Finals Most Valuable Player Award,một giải vô địch và giải thưởng cầu thủ có giá trị nhất của NBA Finals,"Anh đã giành chức vô địch và danh hiệu Cầu thủ xuất sắc nhất Chung kết NBA ngay từ mùa giải đầu tiên thi đấu, đồng thời giành thêm bốn lần vô địch cùng với đội Lakers trong thập niên 80s.","Tlacote el Bajo
Tlacote el Bajo là một ngôi làng ở Querétaro, Mexico. Nó nằm trong đô thị của Querétaro. Nó có 5453 cư dân và nằm ở độ cao 1850 mét so với mực nước biển. Nơi đây nổi tiếng với những suối nước được cho là kỳ diệu, đã từng được nhiều người nổi tiếng ghé thăm, bao gồm cầu thủ bóng rổ Magic Johnson của NBA.
Magic Johnson
Earvin ""Magic"" Johnson Jr. (sinh ngày 14 tháng 8 năm 1959) là một cầu thủ bóng rổ chuyên nghiệp đã giải nghệ và hiện đang giữ chức vụ chủ tịch bộ phận bóng rổ của đội Los Angeles Lakers thuộc Hiệp hội bóng rổ quốc gia Hoa Kỳ (NBA). Anh từng chơi ở vị trí hậu vệ cho đội Lakers trong suốt thời gian dài nhất của sự nghiệp thể thao của mình, kéo dài đến 13 mùa giải. Sau khi giành được những danh hiệu vô địch tại trường trung học cũng như đại học, Johnson đã được chọn làm tân binh đầu tiên trong đợt tuyển quân năm 1979 bởi đội Lakers. Anh đã giành chức vô địch và danh hiệu Cầu thủ xuất sắc nhất Chung kết NBA ngay từ mùa giải đầu tiên thi đấu, đồng thời giành thêm bốn lần vô địch cùng với đội Lakers trong thập niên 80s. Tuy nhiên anh đột ngột giã từ sân cỏ vào năm 1991 sau khi thông báo rằng mình bị nhiễm HIV; tuy nhiên anh vẫn tham gia thi đấu tại trận All-Star Game tổ chức vào năm tiếp theo đó và vinh dự nhận được danh hiệu Cầu thủ xuất sắc nhất trận đấu này trước khi tạm biệt sân cỏ một lần nữa cho đến tận bốn năm sau đó để rồi trở lại thi đấu thêm ba mươi hai trận nữa cùng với đội Laker trước khi chính thức giã từ sự nghiệp thi đấu chuyên nghiệp vĩnh viễn lần thứ ba cũng là lần cuối cùng vào lúc tuổi đời lên tới ba mươi sáu",,
5adf37785542992d7e9f92d3,A_likely_ok,Một bộ đồng phục NFL Color Rush và một áo đấu thứ ba đều được coi là loại đồng phục gì trong NFL?,An NFL Color Rush uniform and a Third Jersey are both considered what type of uniform in the NFL?,alternate uniform,đồng phục thay thế,Những bộ đồng phục này không tính vào số lượng đồng phục dự phòng của mỗi đội.,"NFL Color Rush
NFL Color Rush là một sự kiện được phối hợp với giải bóng bầu dục quốc gia (NFL) và Nike, để quảng bá cho những trận đấu ""màu sắc so tài với màu sắc"" giữa các đội bóng có trang phục đặc trưng cho trận đấu cụ thể đó, chủ yếu là một màu duy nhất cùng với các điểm nhấn xen kẽ nhiều màu khác nhau. Sự kiện này phát sóng chủ yếu vào thứ Năm đêm. Mặc dù được quảng bá như là ""màu sắc so tài với màu sắc"", nhưng vẫn có những trường hợp mà một đội sẽ mặc trang phục truyền thống trắng, hoặc do lựa chọn hoặc do bắt buộc phải làm vậy. Những bộ đồng phục này không tính vào số lượng đồng phục dự phòng của mỗi đội. Các trận đấu đã nhận được phản hồi trái chiều từ người hâm mộ; trong khi có người khen ngợi NFL vì thay đổi trang phục thi đấu thì cũng có ý kiến chỉ trích sự kiện vì một số bộ đồng phục quá sặc sỡ.
Áo số 3
Áo đấu thứ ba, áo đấu dự phòng, bộ đồ thể thao thứ ba hoặc đồng phục dự phòng là một chiếc áo hoặc đồng phục mà đội bóng thể thao mặc trong các trận đấu thay vì trang phục ở sân nhà hay sân khách của họ, thường khi hai màu sắc của đồng phục hai đội cạnh tranh quá giống nhau để có thể chơi dễ dàng. Áo đấu dự phòng cũng là phương tiện cho các tổ chức thể thao chuyên nghiệp tạo ra doanh thu bằng cách bán cho người hâm mộ. Trong số các giải thể thao Bắc Mỹ, NFL tạo ra 1.2 tỷ đô la mỗi năm từ doanh số bán áo đấu và NBA đứng thứ hai với 900 triệu đô la mỗi năm. Một cách sử dụng khác của đồng phục dự phòng là nhận diện với những mục đích nào đó, ví dụ như Central Coast Mariners mặc bộ đồ màu hồng khi đá trên sân vào ngày miếng băng dính màu hồng (Pink Ribbon Day).",,
5a8bbfb15542995e66a474f6,A_likely_ok,Peter Curtis và Scott Draper đều là gì?,Peter Curtis and Scott Draper are both what?,former tennis player,cựu cầu thủ quần vợt,Peter Curtis (quần vợt),"Peter Curtis (quần vợt)
Peter Curtis (sinh ngày 29 tháng 8 năm 1945) là một cựu vận động viên quần vợt chuyên nghiệp người Anh. Peter Curtis đã giành được giải Grand Slam duy nhất trong nội dung đôi nam nữ với vợ mình vào thời điểm đó là Mary Ann Eisel-Curtis.
Scott Draper
Scott Dennis Draper (sinh ngày 5 tháng 6 năm 1974) là một vận động viên quần vợt và golf người Úc. Anh đã vô địch giải Úc Mở rộng đôi nam nữ với Sam Stosur vào năm 2005. Draper cũng lọt vào vòng bốn của Pháp mở rộng ở cả hai năm 1995 và 1996, và vào vòng bốn Mỹ mở rộng trong năm 1997.",,
5a8ad8ed5542992d82986fa3,A_flexible_span,Dân số năm 2010 của thị trấn nơi trang trại Bennett Hill tọa lạc là bao nhiêu?,What was the 2010 population of the town where Bennett Hill Farm is located?,"8,648","8,648",Dân số năm 2010 là 8.648 người.,"Bennett Hill Farm
Bennett Hill Farm là một ngôi nhà lịch sử và trang trại phức hợp nằm tại New Scotland ở Quận Albany, New York. Phần ban đầu của ngôi nhà chính được xây dựng vào năm 1821 và là một tòa nhà hai tầng với ba buồng ngủ và hai cửa sổ. Vào những năm 1830, một phần mở rộng theo phong cách Phục hưng Hy Lạp lớn đã hoàn thành cho ngôi nhà - hai tầng rưỡi với ba phòng khách và hai cửa sổ. Những công trình đóng góp cho trang trại bao gồm chuồng ngựa chính (năm 1797), chuồng chăn nuôi vật nuôi (khoảng năm 1900), kho xe kéo (khoảng năm 1900), kho trái cây (khoảng năm
New Scotland, New York
New Scotland là một thị trấn ở Quận Albany, New York, Hoa Kỳ. Dân số năm 2010 là 8.648 người.",,
5a71148b5542994082a3e567,A_likely_ok,Dân số của thành phố nơi Bảo tàng Hàng hải Penobscot tọa lạc là bao nhiêu?,What was the population of the city where Penobscot Marine Museum is located?,"The population was 2,615",Dân số là 2.615 người,Dân số năm 2010 là 2615 người.,"Bảo tàng Hàng hải Penobscot
Bảo tàng Hàng hải Penobscot ở Searsport, Maine, Hoa Kỳ là bảo tàng hàng hải lâu đời nhất của bang và được thiết kế để bảo tồn và giáo dục mọi người về lịch sử phong phú và độc đáo của ngành vận tải biển cũng như đóng tàu tại Maine. Nó được thành lập vào năm 1936, và nằm trên đường 5 Church Street ở trung tâm của Searsport.
Searsport, Maine
Searsport là một thị trấn hợp nhất và cảng nước sâu nằm tại cửa sông Penobscot và vịnh Penobscot ngay phía đông nam đảo Sears và mũi Jellison ở quận Waldo, Maine, Hoa Kỳ. Dân số năm 2010 là 2615 người. Searsport bao gồm làng North Searsport. Thị trấn được biết đến với tên gọi ""quê hương của các thuyền trưởng nổi tiếng"" và ""Thủ đô đồ cổ của Maine"".",,
5ac09da45542996f0d89cc1d,A_likely_ok,Món nước ngọt Solo của Na Uy và Sunkist có hương vị chính là gì?,"What is the main flavor of both soft drinks, Solo from Norway, and Sunkist?",orange,màu cam,Sunkist là một nhãn hiệu nước giải khát có hương vị cam được ra mắt vào năm 1979.,"Sunkist (nước ngọt)
Sunkist là một nhãn hiệu nước giải khát có hương vị cam được ra mắt vào năm 1979.
Solo (nước giải khát của Na Uy)
Solo là một loại nước giải khát có hương cam được sản xuất bởi các công ty của Na Uy như Ringnes, Oskar Sylte, Aass và Mack. Công thức ban đầu là của Tây Ban Nha và được đưa đến Tønsberg Bryggeri bởi Torleif Gulliksrud vào năm 1934. Solo nhanh chóng trở thành nước giải khát phổ biến nhất ở Na Uy cho đến khi Pepsi vượt qua nó về thị phần vào năm 1960 để trở thành thương hiệu thứ ba nổi tiếng nhất.",,
5a8d427f5542994ba4e3dc41,A_likely_ok,Erik Wickberg là tướng quân của một đạo quân có liên quan đến giáo phái tôn giáo nào?,Erik Wickberg was the general of an army linked to which religious sect ?,Protestant Christian,Cơ Đốc giáo Tin Lành,Quân đoàn cứu tế là một phong trào Kitô giáo Tin Lành và tổ chức từ thiện quốc tế được cấu trúc theo cách quân sự.,"Erik Wickberg
Erik Wickberg (6 tháng 7 năm 1904 – 26 tháng 4 năm 1996) là Tổng tư lệnh thứ chín của Quân đội cứu rỗi (1969-1974).
Quân đoàn cứu tế
Quân đoàn cứu tế là một phong trào Kitô giáo Tin Lành và tổ chức từ thiện quốc tế được cấu trúc theo cách quân sự. Tổ chức này báo cáo rằng có hơn 1,5 triệu thành viên trên toàn thế giới, bao gồm binh lính, sĩ quan và những người ủng hộ được gọi là Quân đội Cứu rỗi. Các nhà sáng lập Catherine và William Booth tìm cách mang lại sự cứu rỗi cho người nghèo cùng khổ và đói khát bằng cách đáp ứng cả nhu cầu ""thể xác lẫn tinh thần"". Nó hiện diện tại 127 nước, điều hành các cửa hàng từ thiện, vận hành nơi trú ẩn cho người vô gia cư và giúp đỡ thiên tai cũng như viện trợ nhân đạo cho các nước đang phát triển.",,
5ab2979c554299449642c919,A_likely_ok,"Pawnography, với sự tham gia của Richard Corey Harrison, được quay tại cửa hàng và thị trấn nào?","Pawnography, featuring Richard Corey Harrison, is filmed in what shop and town?",Gold & Silver Pawn Shop in Las Vegas,Tiệm vàng và bạc ở Las Vegas,Chương trình thử thách thí sinh trả lời câu hỏi để giành giải thưởng tiền mặt hoặc mua đồ từ cửa hàng vàng bạc Pawn Shop (nơi quay phim Pawn Stars).,"Chơi cờ bạc
Pawnography là một chương trình trò chơi của Mỹ được truyền hình trực tiếp trên kênh History. Chương trình do diễn viên hài Christopher Titus làm MC, và có sự tham gia của các nhân vật trong phim ""Pawn Stars"" gồm Rick Harrison, Corey Harrison và Austin ""Chumlee"" Russell với vai trò giám khảo. Chương trình thử thách thí sinh trả lời câu hỏi để giành giải thưởng tiền mặt hoặc mua đồ từ cửa hàng vàng bạc Pawn Shop (nơi quay phim Pawn Stars). Chương trình ra mắt ngày 10 tháng 7 năm 2014 lúc 10 giờ tối theo giờ Đông Hoa Kỳ sau khi phát sóng tập cuối cùng của loạt phim Pawn Stars.
Corey Harrison
Richard Corey ""Big Hoss"" Harrison (sinh ngày 27 tháng 4 năm 1983) là một doanh nhân và người đóng phim truyền hình thực tế, được biết đến với tư cách là một thành viên trong bộ phim truyền hình lịch sử ""Pawn Stars"", ghi lại công việc của anh tại cửa hàng đồ cổ Gold & Silver Pawn Shop nổi tiếng thế giới ở Las Vegas, mà anh cùng sở hữu với cha mình Rick Harrison và ông nội Richard Benjamin Harrison.",,
5aba11d25542994dbf0198a6,A_likely_ok,Đảng nào đã thống trị ba kỳ bầu cử gần đây nhất ở bang mà Arataca là một đô thị?,Which party dominated the last three elections of the state in which Arataca is a municipality?,Workers' Party,Đảng Lao động,"Trước kia từng là một khu vực quân chủ mạnh mẽ chịu ảnh hưởng bởi nông nghiệp, nô lệ, chăn nuôi gia súc nay đã trở thành trung tâm sản xuất quan trọng mà ba kỳ bầu cử gần đây nhất đều do đảng Công nhân giành thắng lợi.","Arataca
Arataca là một đô thị thuộc bang Bahia, nằm ở vùng Đông Bắc Brazil. Arataca có diện tích 435,96 km2 và dân số năm 2007 là 11.779 người, mật độ dân số là 27 người/km². Đô thị này gồm hai quận: Arataca (phần lớn) và Itatingui (nhỏ hơn).
Bahia
Bahia [1] là một trong 26 bang của Brazil và nằm ở phía đông bắc của đất nước trên bờ biển Đại Tây Dương. Đây là bang lớn thứ tư về dân số (sau São Paulo, Minas Gerais, và Rio de Janeiro) và lớn thứ năm về diện tích. Thủ phủ của Bahia là thành phố Salvador (trước đây được gọi là ""Cidade do São Salvador da Bahia de Todos os Santos"", nghĩa đen: """"Thành phố Thánh Giá Cứu Chuộc Tất cả các Thánh"""") nằm trên cồn cát ngăn cách Vịnh Tùm Tất cả các Thánh với Đại Tây Dương. Trước kia từng là một khu vực quân chủ mạnh mẽ chịu ảnh hưởng bởi nông nghiệp, nô lệ, chăn nuôi gia súc nay đã trở thành trung tâm sản xuất quan trọng mà ba kỳ bầu cử gần đây nhất đều do đảng Công nhân giành thắng lợi.",,
5add13b15542994ed6169c65,A_likely_ok,Tại sao Nhật Bản chiếm đóng hòn đảo lớn nhất và nằm ở phía tây nhất trong quần đảo Near?,Why did the Japanese occupy the westernmost and largest island in the Near Islands group?,protect the northern flank of the Japanese Empire,bảo vệ cánh phía bắc của Đế chế Nhật Bản,Người Nhật đã chiếm đóng Kiska và hòn đảo gần đó là Attu nhằm bảo vệ sườn phía Bắc của Đế quốc Nhật Bản.,"Nhật Bản chiếm đóng Kiska
Cuộc chiếm đóng Kiska của Nhật diễn ra từ ngày 6 tháng 6 năm 1942 cho đến ngày 28 tháng 7 năm 1943 trong Chiến dịch quần đảo Aleutian của Nhà hát Mỹ và Nhà hát Thái Bình Dương trong Thế chiến II. Người Nhật đã chiếm đóng Kiska và hòn đảo gần đó là Attu nhằm bảo vệ sườn phía Bắc của Đế quốc Nhật Bản.
Đảo Attu
Attu (Aleut: ""Atan"" ) là đảo lớn nhất và thuộc phía Tây của quần đảo Near Islands trong quần đảo Aleutian ở Alaska, cũng là điểm cực Tây của đất liền trên lãnh thổ Alaska, Hoa Kỳ, Bắc Mỹ và Châu Mỹ. Đảo này trở nên không có người sinh sống vào năm 2010.",,
5a8e0dbd554299068b959e3e,A_likely_ok,Hot Pixel và PlayStation Portable có chung loại phương tiện truyền thông nào?,What type of media does Hot Pixel and PlayStation Portable have in common?,video game,trò chơi video,PlayStation Portable,"Điểm nóng
Hot Pixel là một trò chơi điện tử thuộc thể loại giải đố dành cho Sony PlayStation Portable phát hành ngày 22 tháng 6 năm 2007 tại châu Âu và ngày 2 tháng 10 năm 2007 tại Bắc Mỹ bởi Atari.
PlayStation Portable
PlayStation Portable (PSP) là một máy chơi game cầm tay được phát triển bởi Sony Computer Entertainment. Quá trình phát triển của dòng máy cầm tay này được công bố trong E3 2003, và nó đã ra mắt vào ngày 11 tháng 5 năm 2004 tại hội nghị báo chí của Sony trước thềm sự kiện E3 2004. Hệ thống này đã ra mắt ở Nhật Bản vào ngày 12 tháng 12 năm 2004, tại Bắc Mỹ vào ngày 24 tháng ba năm 2005, và tại khu vực PAL vào ngày mùng một tháng Chín cùng năm. Nó chủ yếu cạnh tranh với Nintendo DS như là một phần của thế hệ thứ bảy các hệ thống trò chơi điện tử.",,
5a8331f15542993344745fe8,A_likely_ok,Công việc khác của người đàn ông đồng sản xuất Gyara Hazar Ladkian là gì?,What other jobs did the man that co-produced Gyara Hazar Ladkian have?,film lyricist,nhà văn văn phim,"Ông cũng là một nhà thơ, nhà phê bình và người viết lời phim.","Gyara Hazar Ladkian
Gyara Hazar Ladkian ( Mười Một Ngàn Cô Gái) là một bộ phim lãng mạn xã hội năm 1962 do K. A. Abbas đạo diễn. Phim được nhà thơ Ali Sardar Jafri đồng sản xuất, người cũng giúp viết kịch bản với Abbas.
Ali Sardar Jafri
Ali Sardar Jafri (29 tháng 11 năm 1913 – ngày 01 tháng 8 năm 2000) là một tác giả tiếng Urdu giàu có và đa dạng từ Ấn Độ. Ông cũng là một nhà thơ, nhà phê bình và người viết lời phim.",,
5ac55ba05542993e66e8233d,A_likely_ok,Một ngôi sao cricket đóng vai phụ trong phim Sinhawalokanaya là cựu đội trưởng của đội cricket nào?,An cricket star who played a supporting role in the film Sinhawalokanaya was a former captain of which cricket team?,Sri Lanka national cricket team,Đội tuyển cricket quốc gia Sri Lanka,Ngôi sao cricket Sri Lanka Tillakaratne Dilshan cũng xuất hiện trong một vai phụ.,"Sinhawalokanaya
Sinhawalokanaya (Lion's Pride) là một bộ phim lịch sử thể thao tiếng Sinhala năm 2011 được viết và đạo diễn bởi Suneth Malinga Lokuhewa. Phim có sự tham gia của Delon Jayasinghe và Raini Charuka Goonatillake trong các vai chính, cùng với Menaka Rajapakse, Sanath Gunathilake, Kumara Thirimadura, Mihira Sirithilaka, Kanchana Mendis, Pubudu Chathuranga và Cletus Mendis cũng đóng những vai phụ quan trọng. Ngôi sao cricket Sri Lanka Tillakaratne Dilshan cũng xuất hiện trong một vai phụ. Được sản xuất bởi EAP Circuit Cinemas, nhạc phim do Rookantha Gunathilake và Ravihans Wetakepotha sáng tác. Phim phát hành vào tháng Giêng năm 2011 và là một thành công thương mại lớn nhất trong lịch sử điện ảnh Sri Lanka vào thời điểm đó nhưng nhận về nhiều đánh giá tiêu cực từ giới phê bình phim. Đây là bộ phim thứ 1150 của điện ảnh Sri Lanka
Tillakaratne Dilshan
Tillakaratne Mudiyanselage Dilshan, (Sinhala: තිලකරත්න ඩිල්ෂාන් ; sinh ngày 14 tháng 10 năm 1976, tên gọi phổ biến là Tuwan Mohammad Dilshan), thường được biết đến với cái tên Tillakaratne Dilshan, là một cựu cầu thủ cricket Sri Lanka và từng giữ chức vụ đội trưởng đội tuyển quốc gia Sri Lanka. Anh được đánh giá cao nhất trong số những người ghi bàn của lịch sử ODI của Sri Lanka và thường được xem là một trong những batsman sáng tạo nhất mọi thời đại. Dilshan cũng hiếm khi có thể đóng vai trò như một batsman xuất sắc nhưng anh ấy cũng có khả năng làm wicket-keeper. Anh ta là batsman right-hander chơi ở vị trí mở đầu trận đấu và cũng giỏi ném bóng off-break . Một nhân tố quan trọng trên sân cỏ, anh thường xuyên chịu trách nhiệm ở khu vực điểm.",,
5a87572d5542994846c1cd6b,A_likely_ok,WLMW được cấp phép cho một thành phố ở quận nào?,WLMW is licensed to a city in which county?,located in Hillsborough County,nằm ở quận Hillsborough,Thành phố nằm dọc bờ sông Merrimack tại Hạt Hillsborough và được chia làm hai phần phía đông và phía tây bởi dòng sông này chảy qua đó.,"WLMW
WLMW FM 90.7 là một đài phát thanh Cơ Đốc thuộc sở hữu của Manchester, New Hampshire và sở hữu bởi Knowledge for Life. WLMW phát sóng các chương trình từ American Family Radio cũng như một số chương trình địa phương khác. Al Kaprielian là người dự báo thời tiết trực tiếp của đài này
Manchester, New Hampshire
Manchester là thành phố lớn nhất ở bang New Hampshire, Hoa Kỳ, và là thành phố lớn thứ 11 ở New England. Tính đến năm 2016, đây cũng là thành phố lớn nhất ở miền bắc New England - khu vực bao gồm các bang Maine, New Hampshire và Vermont. Theo điều tra dân số năm 2010 của Mỹ thì Manchester có dân số hơn 109.565 người; trong khi theo ước tính vào năm 2016 thì con số này đã tăng lên khoảng gần 110.506 người. Thành phố nằm dọc bờ sông Merrimack tại Hạt Hillsborough và được chia làm hai phần phía đông và phía tây bởi dòng sông này chảy qua đó. Manchester nằm gần cực bắc của vùng đô thị Đông Bắc Hoa Kỳ (Northeast megalopolis). Tên gọi ban đầu của nó được đặt bởi nhà buôn bán kiêm nhà phát minh Samuel Blodget (người mà công viên Samuel Blodget Park cùng đường Blodget Street thuộc khu North End của Manchester đều mang tên ông) với tham vọng biến nơi đây trở thành trung tâm công nghiệp mới giống như Manchester nguyên thủy tại Anh quốc vốn từng là đô thị công nghiệp hóa đầu tiên trên thế giới trước đó nhiều thời gian dài",,
5ae268f35542994d89d5b416,A_likely_ok,Công việc chung của Alfred Santell và David Fincher là gì?,What job do both Alfred Santell and David Fincher have in common?,director,giám đốc,Alfred Santell,"Alfred Santell
Alfred Allen Santell còn được biết đến với tên gọi Al Santell (sinh ngày 14 tháng 9 năm 1895 ở San Francisco, California) là một đạo diễn và nhà sản xuất phim người Mỹ.
David Fincher
David Andrew Leo Fincher (sinh 28 tháng 8 năm 1962) là một đạo diễn và nhà sản xuất phim người Mỹ, đặc biệt nổi tiếng với những bộ phim điện ảnh, truyền hình và video âm nhạc. Ông đã được đề cử giải Oscar cho đạo diễn xuất sắc nhất cho ""The Curious Case of Benjamin Button"" (năm 2008) và ""The Social Network"" (năm 2010). Với tác phẩm sau ông đã đoạt giải Quả cầu vàng cho Đạo diễn xuất sắc nhất và Giải BAFTA cho Đạo diễn xuất sắc nhất.",,
5a7dacff5542991319bc93e0,A_likely_ok,Tên gọi Pietro Colonna Galatino đôi khi được dùng để chỉ ai?,To whom does the term Pietro Colonna Galatino is sometimes referred to as the inventor of refer?,the God of Israel,Đức Chúa Trời của Israel,"Jehovah ( ) là cách đọc theo tiếng Latin của tên gọi YHWH trong tiếng Hebrew, một trong bảy cái tên riêng của Đức Chúa Trời Israel trong Kinh Thánh.","Pietro Colonna Galatino
Pietro Colonna Galatino (1460- 1540), còn được biết đến với tên Petrus Galatinus, là một tu sĩ dòng Phanxicô, triết gia, nhà thần học và phương Đông học người Ý. Đôi khi ông còn được gọi là ""người phát minh ra"" thuật ngữ Jehovah bằng tiếng Latin; tuy nhiên điều này không chính xác. Cách phát âm ""Jehovah"" xuất hiện do kết hợp từ bốn chữ cái YHWH với các nguyên âm của Adonai mà những người Masoretes Do Thái đã thêm vào văn bản tiếng Hê-bơ-rơ để nhắc nhở độc giả không phát âm Thánh danh của Chúa YHWH mà thay thế đọc thành Adonai có nghĩa là ""Chúa"".
Giê-hô-va
Jehovah ( ) là cách đọc theo tiếng Latin của tên gọi YHWH trong tiếng Hebrew, một trong bảy cái tên riêng của Đức Chúa Trời Israel trong Kinh Thánh.",,
5a71474b5542994082a3e74f,A_likely_ok,"Điều gì đã được kích hoạt bởi việc từ chức của Stephen Phillips, Nghị sĩ Đảng Bảo thủ vào ngày 4 tháng 11 năm 2016 và khi nào Caroline Johnson trở thành nghị sỹ?",What was triggered by the resignation of Conservative MP Stephen Phillips on 4 November 2016 and was when Caroline Johnson became a Member of Parliament?,The Sleaford and North Hykeham by-election,Cuộc bầu cử phụ của Sleaford và North Hykeham,Bầu cử Sleaford and North Hykeham năm 2016,"Caroline Johnson
Caroline Elizabeth Johnson (sinh năm 1978) là một chính trị gia Đảng Bảo thủ Anh và bác sĩ nhi khoa tư vấn. Bà đã trở thành Nghị viện (MP) cho Sleaford và North Hykeham kể từ cuộc bầu cử bổ sung tại đó vào ngày 8 tháng 12 năm 2016.
Bầu cử Sleaford and North Hykeham năm 2016
Bầu cử Sleaford and North Hykeham là một cuộc bầu cử bổ sung ở Anh tại khu vực bầu cử của Quốc hội tại Sleaford và Bắc Hykeham được tổ chức vào ngày 8 tháng 12 năm 2016. Nó được kích hoạt bởi việc từ chức của Stephen Phillips, Nghị sĩ Đảng Bảo thủ vào ngày 4 tháng 11 năm 2016. Đây là cuộc bầu cử đầu tiên kể từ sau cuộc bầu cử Lincoln năm 1973 mà tình hình quan hệ giữa Vương quốc Anh với Châu Âu cũng từng là vấn đề chính trong thời điểm đó.",,
5ae1dac85542997283cd229a,A_likely_ok,"Câu lạc bộ bóng đá nào, được thành lập năm 1949, đã có một thời gian cho mượn Mitch Duggan trước khi gia nhập Tranmere Rovers?","For which football club, established in 1949, did Mitch Duggan have a loan spell prior to joining Tranmere Rovers?",Warrington Town Football Club,Câu lạc bộ bóng đá Warrington Town,Câu lạc bộ bóng đá Warrington,"Mitch Duggan
Mitchell ""Mitch"" Duggan (sinh ngày 20 tháng 3 năm 1997) là một cầu thủ bóng đá thi đấu ở vị trí tiền vệ hoặc hậu vệ cánh cho Tranmere Rovers. Anh từng có thời gian cho mượn tại Warrington Town và Marine..
Câu lạc bộ bóng đá Warrington
Câu lạc bộ bóng đá Warrington là một câu lạc bộ bóng đá ở Anh có trụ sở tại Warrington, Cheshire. Họ thành lập vào năm 1949 dưới tên Stockton Heath và nhận tên hiện tại vào năm 1961.",,
5a732ca45542992359bc325d,A_likely_ok,Cuộc xung đột nào liên quan đến nhóm người Mende kéo dài trong 11 năm?,Which conflict involving the Mende ethnic group lasted for eleven years?,Sierra Leone Civil War,Cuộc nội chiến Sierra Leone,Nội chiến Sierra Leone,"Lực lượng Dân quân Tự vệ
Lực lượng Dân quân (CDF) là một tổ chức bán quân sự đã tham gia chiến tranh tại Sierra Leone. Nó ủng hộ chính phủ được bầu cử của Ahmed Tejan Kabbah chống lại các nhóm nổi dậy Mặt trận Liên minh Cách mạng (RUF) và Hội đồng Quân đội Cách mạng (AFRC). Phần lớn CDF được tạo thành bởi nhóm Kamajors, đây là một bộ phận của nhóm dân tộc Mende rộng lớn hơn. Các Kamajors tin vào nhiều cách thức ma thuật để tự bảo vệ mình, chẳng hạn như nghi lễ tạo ra làn da không thể bị đạn xuyên qua.
Nội chiến Sierra Leone
Nội chiến Sierra Leone (1991–2002) bắt đầu vào ngày 23 tháng 3 năm 1991 khi Mặt trận Liên minh Cách mạng, với sự hỗ trợ của lực lượng đặc biệt thuộc Mặt trận Yêu nước Quốc gia Liberia (NPFL) của Charles Taylor can thiệp vào Sierra Leone nhằm lật đổ chính phủ Joseph Momoh. Cuộc nội chiến sau đó kéo dài trong thời gian hơn một thập kỷ bao trùm toàn bộ đất nước và để lại khoảng trên 50.000 người chết",,
